index,value,geometry
2931,23,"POLYGON ((121.116287407121 14.66375253691081, 121.116287407121 14.66465185727453, 121.1172168112907 14.66465185727453, 121.1172168112907 14.66375253691081, 121.116287407121 14.66375253691081))"
2932,19,"POLYGON ((121.116287407121 14.66465185727453, 121.116287407121 14.66555117763826, 121.1172168112907 14.66555117763826, 121.1172168112907 14.66465185727453, 121.116287407121 14.66465185727453))"
2933,22,"POLYGON ((121.116287407121 14.66555117763826, 121.116287407121 14.66645049800198, 121.1172168112907 14.66645049800198, 121.1172168112907 14.66555117763826, 121.116287407121 14.66555117763826))"
2934,21,"POLYGON ((121.116287407121 14.66645049800198, 121.116287407121 14.66734981836571, 121.1172168112907 14.66734981836571, 121.1172168112907 14.66645049800198, 121.116287407121 14.66645049800198))"
2935,22,"POLYGON ((121.116287407121 14.66734981836571, 121.116287407121 14.66824913872943, 121.1172168112907 14.66824913872943, 121.1172168112907 14.66734981836571, 121.116287407121 14.66734981836571))"
2936,21,"POLYGON ((121.116287407121 14.66824913872943, 121.116287407121 14.66914845909316, 121.1172168112907 14.66914845909316, 121.1172168112907 14.66824913872943, 121.116287407121 14.66824913872943))"
2937,20,"POLYGON ((121.116287407121 14.66914845909316, 121.116287407121 14.67004777945688, 121.1172168112907 14.67004777945688, 121.1172168112907 14.66914845909316, 121.116287407121 14.66914845909316))"
2938,21,"POLYGON ((121.116287407121 14.67004777945688, 121.116287407121 14.67094709982061, 121.1172168112907 14.67094709982061, 121.1172168112907 14.67004777945688, 121.116287407121 14.67004777945688))"
2939,24,"POLYGON ((121.116287407121 14.67094709982061, 121.116287407121 14.67184642018433, 121.1172168112907 14.67184642018433, 121.1172168112907 14.67094709982061, 121.116287407121 14.67094709982061))"
2940,24,"POLYGON ((121.116287407121 14.67184642018433, 121.116287407121 14.67274574054806, 121.1172168112907 14.67274574054806, 121.1172168112907 14.67184642018433, 121.116287407121 14.67184642018433))"
2964,16,"POLYGON ((121.1172168112907 14.63587360563532, 121.1172168112907 14.63677292599905, 121.1181462154603 14.63677292599905, 121.1181462154603 14.63587360563532, 121.1172168112907 14.63587360563532))"
2965,17,"POLYGON ((121.1172168112907 14.63677292599905, 121.1172168112907 14.63767224636277, 121.1181462154603 14.63767224636277, 121.1181462154603 14.63677292599905, 121.1172168112907 14.63677292599905))"
2966,16,"POLYGON ((121.1172168112907 14.63767224636277, 121.1172168112907 14.6385715667265, 121.1181462154603 14.6385715667265, 121.1181462154603 14.63767224636277, 121.1172168112907 14.63767224636277))"
2967,18,"POLYGON ((121.1172168112907 14.6385715667265, 121.1172168112907 14.63947088709022, 121.1181462154603 14.63947088709022, 121.1181462154603 14.6385715667265, 121.1172168112907 14.6385715667265))"
2968,16,"POLYGON ((121.1172168112907 14.63947088709022, 121.1172168112907 14.64037020745395, 121.1181462154603 14.64037020745395, 121.1181462154603 14.63947088709022, 121.1172168112907 14.63947088709022))"
2969,16,"POLYGON ((121.1172168112907 14.64037020745395, 121.1172168112907 14.64126952781767, 121.1181462154603 14.64126952781767, 121.1181462154603 14.64037020745395, 121.1172168112907 14.64037020745395))"
2970,19,"POLYGON ((121.1172168112907 14.64126952781767, 121.1172168112907 14.6421688481814, 121.1181462154603 14.6421688481814, 121.1181462154603 14.64126952781767, 121.1172168112907 14.64126952781767))"
2971,20,"POLYGON ((121.1172168112907 14.6421688481814, 121.1172168112907 14.64306816854512, 121.1181462154603 14.64306816854512, 121.1181462154603 14.6421688481814, 121.1172168112907 14.6421688481814))"
2972,23,"POLYGON ((121.1172168112907 14.64306816854512, 121.1172168112907 14.64396748890885, 121.1181462154603 14.64396748890885, 121.1181462154603 14.64306816854512, 121.1172168112907 14.64306816854512))"
2973,23,"POLYGON ((121.1172168112907 14.64396748890885, 121.1172168112907 14.64486680927257, 121.1181462154603 14.64486680927257, 121.1181462154603 14.64396748890885, 121.1172168112907 14.64396748890885))"
2974,21,"POLYGON ((121.1172168112907 14.64486680927257, 121.1172168112907 14.6457661296363, 121.1181462154603 14.6457661296363, 121.1181462154603 14.64486680927257, 121.1172168112907 14.64486680927257))"
2975,14,"POLYGON ((121.1172168112907 14.6457661296363, 121.1172168112907 14.64666545000003, 121.1181462154603 14.64666545000003, 121.1181462154603 14.6457661296363, 121.1172168112907 14.6457661296363))"
2976,28,"POLYGON ((121.1172168112907 14.64666545000003, 121.1172168112907 14.64756477036375, 121.1181462154603 14.64756477036375, 121.1181462154603 14.64666545000003, 121.1172168112907 14.64666545000003))"
2977,30,"POLYGON ((121.1172168112907 14.64756477036375, 121.1172168112907 14.64846409072748, 121.1181462154603 14.64846409072748, 121.1181462154603 14.64756477036375, 121.1172168112907 14.64756477036375))"
2978,26,"POLYGON ((121.1172168112907 14.64846409072748, 121.1172168112907 14.6493634110912, 121.1181462154603 14.6493634110912, 121.1181462154603 14.64846409072748, 121.1172168112907 14.64846409072748))"
2979,24,"POLYGON ((121.1172168112907 14.6493634110912, 121.1172168112907 14.65026273145493, 121.1181462154603 14.65026273145493, 121.1181462154603 14.6493634110912, 121.1172168112907 14.6493634110912))"
2980,22,"POLYGON ((121.1172168112907 14.65026273145493, 121.1172168112907 14.65116205181865, 121.1181462154603 14.65116205181865, 121.1181462154603 14.65026273145493, 121.1172168112907 14.65026273145493))"
2981,25,"POLYGON ((121.1172168112907 14.65116205181865, 121.1172168112907 14.65206137218238, 121.1181462154603 14.65206137218238, 121.1181462154603 14.65116205181865, 121.1172168112907 14.65116205181865))"
2982,28,"POLYGON ((121.1172168112907 14.65206137218238, 121.1172168112907 14.6529606925461, 121.1181462154603 14.6529606925461, 121.1181462154603 14.65206137218238, 121.1172168112907 14.65206137218238))"
2983,29,"POLYGON ((121.1172168112907 14.6529606925461, 121.1172168112907 14.65386001290983, 121.1181462154603 14.65386001290983, 121.1181462154603 14.6529606925461, 121.1172168112907 14.6529606925461))"
2984,30,"POLYGON ((121.1172168112907 14.65386001290983, 121.1172168112907 14.65475933327355, 121.1181462154603 14.65475933327355, 121.1181462154603 14.65386001290983, 121.1172168112907 14.65386001290983))"
2985,29,"POLYGON ((121.1172168112907 14.65475933327355, 121.1172168112907 14.65565865363728, 121.1181462154603 14.65565865363728, 121.1181462154603 14.65475933327355, 121.1172168112907 14.65475933327355))"
2986,26,"POLYGON ((121.1172168112907 14.65565865363728, 121.1172168112907 14.656557974001, 121.1181462154603 14.656557974001, 121.1181462154603 14.65565865363728, 121.1172168112907 14.65565865363728))"
2987,27,"POLYGON ((121.1172168112907 14.656557974001, 121.1172168112907 14.65745729436473, 121.1181462154603 14.65745729436473, 121.1181462154603 14.656557974001, 121.1172168112907 14.656557974001))"
2988,32,"POLYGON ((121.1172168112907 14.65745729436473, 121.1172168112907 14.65835661472845, 121.1181462154603 14.65835661472845, 121.1181462154603 14.65745729436473, 121.1172168112907 14.65745729436473))"
2989,34,"POLYGON ((121.1172168112907 14.65835661472845, 121.1172168112907 14.65925593509218, 121.1181462154603 14.65925593509218, 121.1181462154603 14.65835661472845, 121.1172168112907 14.65835661472845))"
2990,34,"POLYGON ((121.1172168112907 14.65925593509218, 121.1172168112907 14.6601552554559, 121.1181462154603 14.6601552554559, 121.1181462154603 14.65925593509218, 121.1172168112907 14.65925593509218))"
2991,31,"POLYGON ((121.1172168112907 14.6601552554559, 121.1172168112907 14.66105457581963, 121.1181462154603 14.66105457581963, 121.1181462154603 14.6601552554559, 121.1172168112907 14.6601552554559))"
2992,26,"POLYGON ((121.1172168112907 14.66105457581963, 121.1172168112907 14.66195389618336, 121.1181462154603 14.66195389618336, 121.1181462154603 14.66105457581963, 121.1172168112907 14.66105457581963))"
2993,25,"POLYGON ((121.1172168112907 14.66195389618336, 121.1172168112907 14.66285321654708, 121.1181462154603 14.66285321654708, 121.1181462154603 14.66195389618336, 121.1172168112907 14.66195389618336))"
2994,24,"POLYGON ((121.1172168112907 14.66285321654708, 121.1172168112907 14.66375253691081, 121.1181462154603 14.66375253691081, 121.1181462154603 14.66285321654708, 121.1172168112907 14.66285321654708))"
2995,20,"POLYGON ((121.1172168112907 14.66375253691081, 121.1172168112907 14.66465185727453, 121.1181462154603 14.66465185727453, 121.1181462154603 14.66375253691081, 121.1172168112907 14.66375253691081))"
2996,22,"POLYGON ((121.1172168112907 14.66465185727453, 121.1172168112907 14.66555117763826, 121.1181462154603 14.66555117763826, 121.1181462154603 14.66465185727453, 121.1172168112907 14.66465185727453))"
2997,23,"POLYGON ((121.1172168112907 14.66555117763826, 121.1172168112907 14.66645049800198, 121.1181462154603 14.66645049800198, 121.1181462154603 14.66555117763826, 121.1172168112907 14.66555117763826))"
2998,22,"POLYGON ((121.1172168112907 14.66645049800198, 121.1172168112907 14.66734981836571, 121.1181462154603 14.66734981836571, 121.1181462154603 14.66645049800198, 121.1172168112907 14.66645049800198))"
2999,22,"POLYGON ((121.1172168112907 14.66734981836571, 121.1172168112907 14.66824913872943, 121.1181462154603 14.66824913872943, 121.1181462154603 14.66734981836571, 121.1172168112907 14.66734981836571))"
3000,21,"POLYGON ((121.1172168112907 14.66824913872943, 121.1172168112907 14.66914845909316, 121.1181462154603 14.66914845909316, 121.1181462154603 14.66824913872943, 121.1172168112907 14.66824913872943))"
3001,21,"POLYGON ((121.1172168112907 14.66914845909316, 121.1172168112907 14.67004777945688, 121.1181462154603 14.67004777945688, 121.1181462154603 14.66914845909316, 121.1172168112907 14.66914845909316))"
3002,26,"POLYGON ((121.1172168112907 14.67004777945688, 121.1172168112907 14.67094709982061, 121.1181462154603 14.67094709982061, 121.1181462154603 14.67004777945688, 121.1172168112907 14.67004777945688))"
3003,20,"POLYGON ((121.1172168112907 14.67094709982061, 121.1172168112907 14.67184642018433, 121.1181462154603 14.67184642018433, 121.1181462154603 14.67094709982061, 121.1172168112907 14.67094709982061))"
3004,20,"POLYGON ((121.1172168112907 14.67184642018433, 121.1172168112907 14.67274574054806, 121.1181462154603 14.67274574054806, 121.1181462154603 14.67184642018433, 121.1172168112907 14.67184642018433))"
3028,22,"POLYGON ((121.1181462154603 14.63587360563532, 121.1181462154603 14.63677292599905, 121.11907561963 14.63677292599905, 121.11907561963 14.63587360563532, 121.1181462154603 14.63587360563532))"
3029,19,"POLYGON ((121.1181462154603 14.63677292599905, 121.1181462154603 14.63767224636277, 121.11907561963 14.63767224636277, 121.11907561963 14.63677292599905, 121.1181462154603 14.63677292599905))"
3030,17,"POLYGON ((121.1181462154603 14.63767224636277, 121.1181462154603 14.6385715667265, 121.11907561963 14.6385715667265, 121.11907561963 14.63767224636277, 121.1181462154603 14.63767224636277))"
3031,20,"POLYGON ((121.1181462154603 14.6385715667265, 121.1181462154603 14.63947088709022, 121.11907561963 14.63947088709022, 121.11907561963 14.6385715667265, 121.1181462154603 14.6385715667265))"
3032,20,"POLYGON ((121.1181462154603 14.63947088709022, 121.1181462154603 14.64037020745395, 121.11907561963 14.64037020745395, 121.11907561963 14.63947088709022, 121.1181462154603 14.63947088709022))"
3033,21,"POLYGON ((121.1181462154603 14.64037020745395, 121.1181462154603 14.64126952781767, 121.11907561963 14.64126952781767, 121.11907561963 14.64037020745395, 121.1181462154603 14.64037020745395))"
3034,22,"POLYGON ((121.1181462154603 14.64126952781767, 121.1181462154603 14.6421688481814, 121.11907561963 14.6421688481814, 121.11907561963 14.64126952781767, 121.1181462154603 14.64126952781767))"
3035,22,"POLYGON ((121.1181462154603 14.6421688481814, 121.1181462154603 14.64306816854512, 121.11907561963 14.64306816854512, 121.11907561963 14.6421688481814, 121.1181462154603 14.6421688481814))"
3036,22,"POLYGON ((121.1181462154603 14.64306816854512, 121.1181462154603 14.64396748890885, 121.11907561963 14.64396748890885, 121.11907561963 14.64306816854512, 121.1181462154603 14.64306816854512))"
3037,26,"POLYGON ((121.1181462154603 14.64396748890885, 121.1181462154603 14.64486680927257, 121.11907561963 14.64486680927257, 121.11907561963 14.64396748890885, 121.1181462154603 14.64396748890885))"
3038,31,"POLYGON ((121.1181462154603 14.64486680927257, 121.1181462154603 14.6457661296363, 121.11907561963 14.6457661296363, 121.11907561963 14.64486680927257, 121.1181462154603 14.64486680927257))"
3039,33,"POLYGON ((121.1181462154603 14.6457661296363, 121.1181462154603 14.64666545000003, 121.11907561963 14.64666545000003, 121.11907561963 14.6457661296363, 121.1181462154603 14.6457661296363))"
3040,30,"POLYGON ((121.1181462154603 14.64666545000003, 121.1181462154603 14.64756477036375, 121.11907561963 14.64756477036375, 121.11907561963 14.64666545000003, 121.1181462154603 14.64666545000003))"
3041,39,"POLYGON ((121.1181462154603 14.64756477036375, 121.1181462154603 14.64846409072748, 121.11907561963 14.64846409072748, 121.11907561963 14.64756477036375, 121.1181462154603 14.64756477036375))"
3042,27,"POLYGON ((121.1181462154603 14.64846409072748, 121.1181462154603 14.6493634110912, 121.11907561963 14.6493634110912, 121.11907561963 14.64846409072748, 121.1181462154603 14.64846409072748))"
3043,26,"POLYGON ((121.1181462154603 14.6493634110912, 121.1181462154603 14.65026273145493, 121.11907561963 14.65026273145493, 121.11907561963 14.6493634110912, 121.1181462154603 14.6493634110912))"
3044,23,"POLYGON ((121.1181462154603 14.65026273145493, 121.1181462154603 14.65116205181865, 121.11907561963 14.65116205181865, 121.11907561963 14.65026273145493, 121.1181462154603 14.65026273145493))"
3045,28,"POLYGON ((121.1181462154603 14.65116205181865, 121.1181462154603 14.65206137218238, 121.11907561963 14.65206137218238, 121.11907561963 14.65116205181865, 121.1181462154603 14.65116205181865))"
3046,34,"POLYGON ((121.1181462154603 14.65206137218238, 121.1181462154603 14.6529606925461, 121.11907561963 14.6529606925461, 121.11907561963 14.65206137218238, 121.1181462154603 14.65206137218238))"
3047,31,"POLYGON ((121.1181462154603 14.6529606925461, 121.1181462154603 14.65386001290983, 121.11907561963 14.65386001290983, 121.11907561963 14.6529606925461, 121.1181462154603 14.6529606925461))"
3048,32,"POLYGON ((121.1181462154603 14.65386001290983, 121.1181462154603 14.65475933327355, 121.11907561963 14.65475933327355, 121.11907561963 14.65386001290983, 121.1181462154603 14.65386001290983))"
3049,32,"POLYGON ((121.1181462154603 14.65475933327355, 121.1181462154603 14.65565865363728, 121.11907561963 14.65565865363728, 121.11907561963 14.65475933327355, 121.1181462154603 14.65475933327355))"
3050,31,"POLYGON ((121.1181462154603 14.65565865363728, 121.1181462154603 14.656557974001, 121.11907561963 14.656557974001, 121.11907561963 14.65565865363728, 121.1181462154603 14.65565865363728))"
3051,28,"POLYGON ((121.1181462154603 14.656557974001, 121.1181462154603 14.65745729436473, 121.11907561963 14.65745729436473, 121.11907561963 14.656557974001, 121.1181462154603 14.656557974001))"
3052,27,"POLYGON ((121.1181462154603 14.65745729436473, 121.1181462154603 14.65835661472845, 121.11907561963 14.65835661472845, 121.11907561963 14.65745729436473, 121.1181462154603 14.65745729436473))"
3053,36,"POLYGON ((121.1181462154603 14.65835661472845, 121.1181462154603 14.65925593509218, 121.11907561963 14.65925593509218, 121.11907561963 14.65835661472845, 121.1181462154603 14.65835661472845))"
3054,32,"POLYGON ((121.1181462154603 14.65925593509218, 121.1181462154603 14.6601552554559, 121.11907561963 14.6601552554559, 121.11907561963 14.65925593509218, 121.1181462154603 14.65925593509218))"
3055,32,"POLYGON ((121.1181462154603 14.6601552554559, 121.1181462154603 14.66105457581963, 121.11907561963 14.66105457581963, 121.11907561963 14.6601552554559, 121.1181462154603 14.6601552554559))"
3056,31,"POLYGON ((121.1181462154603 14.66105457581963, 121.1181462154603 14.66195389618336, 121.11907561963 14.66195389618336, 121.11907561963 14.66105457581963, 121.1181462154603 14.66105457581963))"
3057,25,"POLYGON ((121.1181462154603 14.66195389618336, 121.1181462154603 14.66285321654708, 121.11907561963 14.66285321654708, 121.11907561963 14.66195389618336, 121.1181462154603 14.66195389618336))"
3058,23,"POLYGON ((121.1181462154603 14.66285321654708, 121.1181462154603 14.66375253691081, 121.11907561963 14.66375253691081, 121.11907561963 14.66285321654708, 121.1181462154603 14.66285321654708))"
3059,21,"POLYGON ((121.1181462154603 14.66375253691081, 121.1181462154603 14.66465185727453, 121.11907561963 14.66465185727453, 121.11907561963 14.66375253691081, 121.1181462154603 14.66375253691081))"
3060,31,"POLYGON ((121.1181462154603 14.66465185727453, 121.1181462154603 14.66555117763826, 121.11907561963 14.66555117763826, 121.11907561963 14.66465185727453, 121.1181462154603 14.66465185727453))"
3061,25,"POLYGON ((121.1181462154603 14.66555117763826, 121.1181462154603 14.66645049800198, 121.11907561963 14.66645049800198, 121.11907561963 14.66555117763826, 121.1181462154603 14.66555117763826))"
3062,27,"POLYGON ((121.1181462154603 14.66645049800198, 121.1181462154603 14.66734981836571, 121.11907561963 14.66734981836571, 121.11907561963 14.66645049800198, 121.1181462154603 14.66645049800198))"
3063,23,"POLYGON ((121.1181462154603 14.66734981836571, 121.1181462154603 14.66824913872943, 121.11907561963 14.66824913872943, 121.11907561963 14.66734981836571, 121.1181462154603 14.66734981836571))"
3064,22,"POLYGON ((121.1181462154603 14.66824913872943, 121.1181462154603 14.66914845909316, 121.11907561963 14.66914845909316, 121.11907561963 14.66824913872943, 121.1181462154603 14.66824913872943))"
3065,22,"POLYGON ((121.1181462154603 14.66914845909316, 121.1181462154603 14.67004777945688, 121.11907561963 14.67004777945688, 121.11907561963 14.66914845909316, 121.1181462154603 14.66914845909316))"
3066,27,"POLYGON ((121.1181462154603 14.67004777945688, 121.1181462154603 14.67094709982061, 121.11907561963 14.67094709982061, 121.11907561963 14.67004777945688, 121.1181462154603 14.67004777945688))"
3067,26,"POLYGON ((121.1181462154603 14.67094709982061, 121.1181462154603 14.67184642018433, 121.11907561963 14.67184642018433, 121.11907561963 14.67094709982061, 121.1181462154603 14.67094709982061))"
3068,25,"POLYGON ((121.1181462154603 14.67184642018433, 121.1181462154603 14.67274574054806, 121.11907561963 14.67274574054806, 121.11907561963 14.67184642018433, 121.1181462154603 14.67184642018433))"
3092,17,"POLYGON ((121.11907561963 14.63587360563532, 121.11907561963 14.63677292599905, 121.1200050237997 14.63677292599905, 121.1200050237997 14.63587360563532, 121.11907561963 14.63587360563532))"
3093,22,"POLYGON ((121.11907561963 14.63677292599905, 121.11907561963 14.63767224636277, 121.1200050237997 14.63767224636277, 121.1200050237997 14.63677292599905, 121.11907561963 14.63677292599905))"
3094,20,"POLYGON ((121.11907561963 14.63767224636277, 121.11907561963 14.6385715667265, 121.1200050237997 14.6385715667265, 121.1200050237997 14.63767224636277, 121.11907561963 14.63767224636277))"
3095,18,"POLYGON ((121.11907561963 14.6385715667265, 121.11907561963 14.63947088709022, 121.1200050237997 14.63947088709022, 121.1200050237997 14.6385715667265, 121.11907561963 14.6385715667265))"
3096,18,"POLYGON ((121.11907561963 14.63947088709022, 121.11907561963 14.64037020745395, 121.1200050237997 14.64037020745395, 121.1200050237997 14.63947088709022, 121.11907561963 14.63947088709022))"
3097,19,"POLYGON ((121.11907561963 14.64037020745395, 121.11907561963 14.64126952781767, 121.1200050237997 14.64126952781767, 121.1200050237997 14.64037020745395, 121.11907561963 14.64037020745395))"
3098,21,"POLYGON ((121.11907561963 14.64126952781767, 121.11907561963 14.6421688481814, 121.1200050237997 14.6421688481814, 121.1200050237997 14.64126952781767, 121.11907561963 14.64126952781767))"
3099,23,"POLYGON ((121.11907561963 14.6421688481814, 121.11907561963 14.64306816854512, 121.1200050237997 14.64306816854512, 121.1200050237997 14.6421688481814, 121.11907561963 14.6421688481814))"
3100,27,"POLYGON ((121.11907561963 14.64306816854512, 121.11907561963 14.64396748890885, 121.1200050237997 14.64396748890885, 121.1200050237997 14.64306816854512, 121.11907561963 14.64306816854512))"
3101,28,"POLYGON ((121.11907561963 14.64396748890885, 121.11907561963 14.64486680927257, 121.1200050237997 14.64486680927257, 121.1200050237997 14.64396748890885, 121.11907561963 14.64396748890885))"
3102,34,"POLYGON ((121.11907561963 14.64486680927257, 121.11907561963 14.6457661296363, 121.1200050237997 14.6457661296363, 121.1200050237997 14.64486680927257, 121.11907561963 14.64486680927257))"
3103,36,"POLYGON ((121.11907561963 14.6457661296363, 121.11907561963 14.64666545000003, 121.1200050237997 14.64666545000003, 121.1200050237997 14.6457661296363, 121.11907561963 14.6457661296363))"
3104,32,"POLYGON ((121.11907561963 14.64666545000003, 121.11907561963 14.64756477036375, 121.1200050237997 14.64756477036375, 121.1200050237997 14.64666545000003, 121.11907561963 14.64666545000003))"
3105,25,"POLYGON ((121.11907561963 14.64756477036375, 121.11907561963 14.64846409072748, 121.1200050237997 14.64846409072748, 121.1200050237997 14.64756477036375, 121.11907561963 14.64756477036375))"
3106,25,"POLYGON ((121.11907561963 14.64846409072748, 121.11907561963 14.6493634110912, 121.1200050237997 14.6493634110912, 121.1200050237997 14.64846409072748, 121.11907561963 14.64846409072748))"
3107,24,"POLYGON ((121.11907561963 14.6493634110912, 121.11907561963 14.65026273145493, 121.1200050237997 14.65026273145493, 121.1200050237997 14.6493634110912, 121.11907561963 14.6493634110912))"
3108,27,"POLYGON ((121.11907561963 14.65026273145493, 121.11907561963 14.65116205181865, 121.1200050237997 14.65116205181865, 121.1200050237997 14.65026273145493, 121.11907561963 14.65026273145493))"
3109,28,"POLYGON ((121.11907561963 14.65116205181865, 121.11907561963 14.65206137218238, 121.1200050237997 14.65206137218238, 121.1200050237997 14.65116205181865, 121.11907561963 14.65116205181865))"
3110,32,"POLYGON ((121.11907561963 14.65206137218238, 121.11907561963 14.6529606925461, 121.1200050237997 14.6529606925461, 121.1200050237997 14.65206137218238, 121.11907561963 14.65206137218238))"
3111,34,"POLYGON ((121.11907561963 14.6529606925461, 121.11907561963 14.65386001290983, 121.1200050237997 14.65386001290983, 121.1200050237997 14.6529606925461, 121.11907561963 14.6529606925461))"
3112,34,"POLYGON ((121.11907561963 14.65386001290983, 121.11907561963 14.65475933327355, 121.1200050237997 14.65475933327355, 121.1200050237997 14.65386001290983, 121.11907561963 14.65386001290983))"
3113,32,"POLYGON ((121.11907561963 14.65475933327355, 121.11907561963 14.65565865363728, 121.1200050237997 14.65565865363728, 121.1200050237997 14.65475933327355, 121.11907561963 14.65475933327355))"
3114,32,"POLYGON ((121.11907561963 14.65565865363728, 121.11907561963 14.656557974001, 121.1200050237997 14.656557974001, 121.1200050237997 14.65565865363728, 121.11907561963 14.65565865363728))"
3115,32,"POLYGON ((121.11907561963 14.656557974001, 121.11907561963 14.65745729436473, 121.1200050237997 14.65745729436473, 121.1200050237997 14.656557974001, 121.11907561963 14.656557974001))"
3116,36,"POLYGON ((121.11907561963 14.65745729436473, 121.11907561963 14.65835661472845, 121.1200050237997 14.65835661472845, 121.1200050237997 14.65745729436473, 121.11907561963 14.65745729436473))"
3117,37,"POLYGON ((121.11907561963 14.65835661472845, 121.11907561963 14.65925593509218, 121.1200050237997 14.65925593509218, 121.1200050237997 14.65835661472845, 121.11907561963 14.65835661472845))"
3118,37,"POLYGON ((121.11907561963 14.65925593509218, 121.11907561963 14.6601552554559, 121.1200050237997 14.6601552554559, 121.1200050237997 14.65925593509218, 121.11907561963 14.65925593509218))"
3119,42,"POLYGON ((121.11907561963 14.6601552554559, 121.11907561963 14.66105457581963, 121.1200050237997 14.66105457581963, 121.1200050237997 14.6601552554559, 121.11907561963 14.6601552554559))"
3120,42,"POLYGON ((121.11907561963 14.66105457581963, 121.11907561963 14.66195389618336, 121.1200050237997 14.66195389618336, 121.1200050237997 14.66105457581963, 121.11907561963 14.66105457581963))"
3121,33,"POLYGON ((121.11907561963 14.66195389618336, 121.11907561963 14.66285321654708, 121.1200050237997 14.66285321654708, 121.1200050237997 14.66195389618336, 121.11907561963 14.66195389618336))"
3122,35,"POLYGON ((121.11907561963 14.66285321654708, 121.11907561963 14.66375253691081, 121.1200050237997 14.66375253691081, 121.1200050237997 14.66285321654708, 121.11907561963 14.66285321654708))"
3123,35,"POLYGON ((121.11907561963 14.66375253691081, 121.11907561963 14.66465185727453, 121.1200050237997 14.66465185727453, 121.1200050237997 14.66375253691081, 121.11907561963 14.66375253691081))"
3124,37,"POLYGON ((121.11907561963 14.66465185727453, 121.11907561963 14.66555117763826, 121.1200050237997 14.66555117763826, 121.1200050237997 14.66465185727453, 121.11907561963 14.66465185727453))"
3125,35,"POLYGON ((121.11907561963 14.66555117763826, 121.11907561963 14.66645049800198, 121.1200050237997 14.66645049800198, 121.1200050237997 14.66555117763826, 121.11907561963 14.66555117763826))"
3126,28,"POLYGON ((121.11907561963 14.66645049800198, 121.11907561963 14.66734981836571, 121.1200050237997 14.66734981836571, 121.1200050237997 14.66645049800198, 121.11907561963 14.66645049800198))"
3127,28,"POLYGON ((121.11907561963 14.66734981836571, 121.11907561963 14.66824913872943, 121.1200050237997 14.66824913872943, 121.1200050237997 14.66734981836571, 121.11907561963 14.66734981836571))"
3128,23,"POLYGON ((121.11907561963 14.66824913872943, 121.11907561963 14.66914845909316, 121.1200050237997 14.66914845909316, 121.1200050237997 14.66824913872943, 121.11907561963 14.66824913872943))"
3129,20,"POLYGON ((121.11907561963 14.66914845909316, 121.11907561963 14.67004777945688, 121.1200050237997 14.67004777945688, 121.1200050237997 14.66914845909316, 121.11907561963 14.66914845909316))"
3130,22,"POLYGON ((121.11907561963 14.67004777945688, 121.11907561963 14.67094709982061, 121.1200050237997 14.67094709982061, 121.1200050237997 14.67004777945688, 121.11907561963 14.67004777945688))"
3131,25,"POLYGON ((121.11907561963 14.67094709982061, 121.11907561963 14.67184642018433, 121.1200050237997 14.67184642018433, 121.1200050237997 14.67094709982061, 121.11907561963 14.67094709982061))"
3156,18,"POLYGON ((121.1200050237997 14.63587360563532, 121.1200050237997 14.63677292599905, 121.1209344279693 14.63677292599905, 121.1209344279693 14.63587360563532, 121.1200050237997 14.63587360563532))"
3157,21,"POLYGON ((121.1200050237997 14.63677292599905, 121.1200050237997 14.63767224636277, 121.1209344279693 14.63767224636277, 121.1209344279693 14.63677292599905, 121.1200050237997 14.63677292599905))"
3158,21,"POLYGON ((121.1200050237997 14.63767224636277, 121.1200050237997 14.6385715667265, 121.1209344279693 14.6385715667265, 121.1209344279693 14.63767224636277, 121.1200050237997 14.63767224636277))"
3159,21,"POLYGON ((121.1200050237997 14.6385715667265, 121.1200050237997 14.63947088709022, 121.1209344279693 14.63947088709022, 121.1209344279693 14.6385715667265, 121.1200050237997 14.6385715667265))"
3160,18,"POLYGON ((121.1200050237997 14.63947088709022, 121.1200050237997 14.64037020745395, 121.1209344279693 14.64037020745395, 121.1209344279693 14.63947088709022, 121.1200050237997 14.63947088709022))"
3161,22,"POLYGON ((121.1200050237997 14.64037020745395, 121.1200050237997 14.64126952781767, 121.1209344279693 14.64126952781767, 121.1209344279693 14.64037020745395, 121.1200050237997 14.64037020745395))"
3162,21,"POLYGON ((121.1200050237997 14.64126952781767, 121.1200050237997 14.6421688481814, 121.1209344279693 14.6421688481814, 121.1209344279693 14.64126952781767, 121.1200050237997 14.64126952781767))"
3163,27,"POLYGON ((121.1200050237997 14.6421688481814, 121.1200050237997 14.64306816854512, 121.1209344279693 14.64306816854512, 121.1209344279693 14.6421688481814, 121.1200050237997 14.6421688481814))"
3164,27,"POLYGON ((121.1200050237997 14.64306816854512, 121.1200050237997 14.64396748890885, 121.1209344279693 14.64396748890885, 121.1209344279693 14.64306816854512, 121.1200050237997 14.64306816854512))"
3165,29,"POLYGON ((121.1200050237997 14.64396748890885, 121.1200050237997 14.64486680927257, 121.1209344279693 14.64486680927257, 121.1209344279693 14.64396748890885, 121.1200050237997 14.64396748890885))"
3166,36,"POLYGON ((121.1200050237997 14.64486680927257, 121.1200050237997 14.6457661296363, 121.1209344279693 14.6457661296363, 121.1209344279693 14.64486680927257, 121.1200050237997 14.64486680927257))"
