osm_id,amenity,name,building,way_area,shop,area,geometry,icon
120381788,,,house,242.318,,242.31932670287,"POLYGON ((121.1264982 14.64320429986514, 121.1265557 14.64310949986514, 121.1267042 14.64319369986515, 121.1266467 14.64328849986516, 121.1264982 14.64320429986514))",home
120381789,,,house,146.256,,146.255982341113,"POLYGON ((121.1255025 14.64335539986516, 121.125552 14.64327709986516, 121.1256581 14.64333979986516, 121.1256086 14.64341819986517, 121.1255025 14.64335539986516))",home
120381791,,,house,123.48,,123.480187605775,"POLYGON ((121.126173 14.64415119986526, 121.1262106 14.64409059986525, 121.1263275 14.64415839986526, 121.12629 14.64421909986527, 121.126173 14.64415119986526))",home
120381798,,,house,161.148,,161.149229233437,"POLYGON ((121.125318 14.6427135998651, 121.1253663 14.64262819986508, 121.1254796 14.64268819986509, 121.1254313 14.64277369986509, 121.125318 14.6427135998651))",home
120381799,,,house,155.973,,155.975215192172,"POLYGON ((121.1246665 14.64414549986526, 121.1247467 14.64411919986525, 121.1247945 14.64425529986527, 121.1247142 14.64428159986527, 121.1246665 14.64414549986526))",home
120381801,,,house,410.059,,410.057807406258,"POLYGON ((121.1244975 14.64373339986521, 121.1246599 14.6436500998652, 121.1247442 14.64380399986522, 121.1245818 14.64388729986523, 121.1244975 14.64373339986521))",home
120381807,,,house,148.584,,148.581279721012,"POLYGON ((121.125719 14.64297979986512, 121.1257737 14.64288919986511, 121.1258692 14.64294309986511, 121.1258145 14.64303369986513, 121.125719 14.64297979986512))",home
120381810,,,house,210.301,,210.301392448308,"POLYGON ((121.1265742 14.64307799986513, 121.1266261 14.64299389986512, 121.12677 14.64307689986513, 121.1267181 14.64316109986514, 121.1265742 14.64307799986513))",home
120381811,,,house,110.963,,110.963811828524,"POLYGON ((121.1248149 14.64391929986523, 121.1248905 14.64388649986523, 121.1249347 14.64398199986524, 121.1248591 14.64401469986524, 121.1248149 14.64391929986523))",home
120381812,,,house,137.912,,137.910582983163,"POLYGON ((121.1263504 14.64387309986523, 121.1263883 14.64380759986522, 121.1265134 14.64387549986522, 121.1264755 14.64394099986523, 121.1263504 14.64387309986523))",home
120381815,,,house,154.055,,154.056273295997,"POLYGON ((121.1252082 14.64343499986518, 121.1252584 14.64335279986517, 121.1253562 14.64340869986517, 121.1253333 14.64344619986518, 121.125353 14.64345749986518, 121.1253258 14.64350209986518, 121.1252082 14.64343499986518))",home
120381817,,,house,234.117,,234.116882679705,"POLYGON ((121.125882 14.64424269986527, 121.1259113 14.64419539986526, 121.1258956 14.64418569986526, 121.1259206 14.64414789986526, 121.1260832 14.64424839986527, 121.1260582 14.64428629986527, 121.1260289 14.64433359986528, 121.125882 14.64424269986527))",home
120381820,,,house,45.7676,,45.7688175684414,"POLYGON ((121.124406 14.64329929986516, 121.1244386 14.64326249986515, 121.1244946 14.64330889986516, 121.124462 14.64334569986516, 121.124406 14.64329929986516))",home
120381821,,,house,144.084,,144.086359319461,"POLYGON ((121.125537 14.64325559986515, 121.1255814 14.64317849986514, 121.1256927 14.64323859986515, 121.1256483 14.64331569986516, 121.125537 14.64325559986515))",home
120381824,,,house,217.889,,217.889696620071,"POLYGON ((121.124204 14.64302759986513, 121.1243145 14.64290609986511, 121.1243934 14.64297329986512, 121.1242829 14.64309479986514, 121.124204 14.64302759986513))",home
120381830,,,house,130.039,,130.041195122872,"POLYGON ((121.1263404 14.64351769986519, 121.1263813 14.64345289986518, 121.1263625 14.64344179986517, 121.1263782 14.64341679986517, 121.1264742 14.64347359986518, 121.1264176 14.64356329986519, 121.1263404 14.64351769986519))",home
120381832,,,house,196.4,,196.402655469267,"POLYGON ((121.1246695 14.64351219986518, 121.1247787 14.64338529986517, 121.1248501 14.64344269986517, 121.1247408 14.64356969986519, 121.1246695 14.64351219986518))",home
120381833,,,house,156.508,,156.505427682373,"POLYGON ((121.1269211 14.64227739986504, 121.1269554 14.64218939986503, 121.127077 14.64223389986503, 121.1270427 14.64232179986504, 121.1269211 14.64227739986504))",home
120381842,,,house,189.934,,189.933738931425,"POLYGON ((121.1249494 14.64333749986516, 121.1250122 14.64323509986515, 121.1251193 14.64329659986515, 121.1250565 14.64339899986517, 121.1249494 14.64333749986516))",home
120381843,,,house,104.162,,104.163822540996,"POLYGON ((121.1268011 14.64305929986513, 121.1268304 14.64299329986513, 121.1269344 14.64303659986513, 121.1269051 14.64310259986514, 121.1268011 14.64305929986513))",home
120381844,,,house,127.51,,127.509137543758,"POLYGON ((121.1251405 14.64301669986512, 121.1251854 14.64293379986512, 121.1252796 14.64298159986512, 121.1252347 14.64306449986513, 121.1251405 14.64301669986512))",home
120381847,,,house,153.787,,153.786335369932,"POLYGON ((121.1261185 14.64423989986527, 121.126165 14.64416539986526, 121.1262831 14.64423439986527, 121.1262366 14.64430889986528, 121.1261185 14.64423989986527))",home
120381849,,,house,150.088,,150.088149589155,"POLYGON ((121.1253867 14.64316279986514, 121.1254361 14.64308389986513, 121.1255448 14.64314749986514, 121.1254954 14.64322639986515, 121.1253867 14.64316279986514))",home
120381852,,,house,103.068,,103.068742236404,"POLYGON ((121.1265509 14.6436193998652, 121.1265973 14.64354789986519, 121.126678 14.6435969998652, 121.1266315 14.6436684998652, 121.1265509 14.6436193998652))",home
120381853,,,house,102.664,,102.664948870705,"POLYGON ((121.1254374 14.64344049986518, 121.1254786 14.64337219986517, 121.1255661 14.64342169986517, 121.1255249 14.64348999986518, 121.1254374 14.64344049986518))",home
120381854,,,house,196.869,,196.869373458197,"POLYGON ((121.1266117 14.64340539986517, 121.1266608 14.64331789986516, 121.1267964 14.64338929986517, 121.1267473 14.64347679986518, 121.1266117 14.64340539986517))",home
120381857,,,house,183.932,,183.931559327413,"POLYGON ((121.1267221 14.6427786998651, 121.1267438 14.64272409986509, 121.1267696 14.64273429986509, 121.1267804 14.64270709986509, 121.1268903 14.64274799986509, 121.1268502 14.64284889986511, 121.1267403 14.6428079998651, 121.1267478 14.6427889998651, 121.1267221 14.6427786998651))",home
120381860,,,house,195.129,,195.131620268267,"POLYGON ((121.1266456 14.64287459986511, 121.1266838 14.6427961998651, 121.1268428 14.64286869986511, 121.1268046 14.64294709986511, 121.1266456 14.64287459986511))",home
120381861,,,house,196.34,,196.33919540856,"POLYGON ((121.1243145 14.64341389986517, 121.1244244 14.64332479986516, 121.1244953 14.64340679986517, 121.1243855 14.64349589986518, 121.1243145 14.64341389986517))",home
120381863,,,house,170.367,,170.367770384688,"POLYGON ((121.1245199 14.64334769986516, 121.1246182 14.64323569986515, 121.1246872 14.64329239986515, 121.1245889 14.64340439986517, 121.1245199 14.64334769986516))",home
120381864,,,house,82.3711,,82.3728645895652,"POLYGON ((121.1249263 14.64403679986525, 121.1249742 14.64401679986524, 121.1250334 14.64410429986525, 121.1249696 14.64413399986526, 121.1249263 14.64403679986525))",home
120381868,,,house,236.07,,236.069013476686,"POLYGON ((121.1250026 14.64321329986514, 121.1250598 14.64312349986514, 121.1252086 14.64321229986515, 121.1251514 14.64330199986516, 121.1250026 14.64321329986514))",home
120381872,,,house,166.041,,166.040329642209,"POLYGON ((121.1269448 14.64216889986503, 121.1269741 14.64209359986502, 121.1271249 14.64214849986502, 121.1270956 14.64222379986504, 121.1269448 14.64216889986503))",home
120381874,,,house,146.084,,146.08893264932,"POLYGON ((121.1260153 14.6444880998653, 121.1260861 14.64437369986529, 121.1261595 14.64441619986529, 121.1260887 14.6445305998653, 121.1260153 14.6444880998653))",home
120381876,,,house,185.283,,185.287790493142,"POLYGON ((121.1266746 14.64330829986516, 121.1267286 14.64321599986515, 121.1268397 14.64327679986516, 121.1268008 14.64334329986517, 121.1268276 14.64335899986517, 121.1268125 14.64338479986517, 121.1267857 14.64336909986516, 121.1266746 14.64330829986516))",home
120381878,,,house,208.105,,208.107165376968,"POLYGON ((121.1257696 14.64286989986511, 121.1258224 14.6427747998651, 121.125955 14.6428436998651, 121.1259022 14.64293879986512, 121.1257696 14.64286989986511))",home
120381879,,,house,290.975,,290.976219017325,"POLYGON ((121.1247619 14.64413219986526, 121.1248205 14.64411029986525, 121.1249254 14.64406819986525, 121.124951 14.64413199986526, 121.1249239 14.64414289986526, 121.1249461 14.64419829986527, 121.1248683 14.64422949986527, 121.1248797 14.64425779986527, 121.1248211 14.64427979986527, 121.1247619 14.64413219986526))",home
120381880,,,house,164.209,,164.209648336153,"POLYGON ((121.126469 14.64330369986516, 121.1265134 14.64323399986515, 121.1266467 14.64331349986516, 121.1266023 14.64338319986517, 121.126469 14.64330369986516))",home
120381881,,,house,180.564,,180.565683034097,"POLYGON ((121.1267887 14.64257709986507, 121.1268268 14.64248289986506, 121.1269566 14.64253199986507, 121.1269185 14.64262619986508, 121.1267887 14.64257709986507))",home
120381882,,,house,152.934,,152.931596725515,"POLYGON ((121.1253223 14.6436241998652, 121.125377 14.64353659986519, 121.1254769 14.64359489986519, 121.1254222 14.6436824998652, 121.1253223 14.6436241998652))",home
120381884,,,house,170.277,,170.278486906515,"POLYGON ((121.1266056 14.64296529986512, 121.1266542 14.64292859986512, 121.1266689 14.64290149986511, 121.1267976 14.64296699986512, 121.1267552 14.64304479986513, 121.1266056 14.64296529986512))",home
120381885,,,house,118.975,,118.976667668958,"POLYGON ((121.1255577 14.64287199986511, 121.1256086 14.6427950998651, 121.1256943 14.64284809986511, 121.1256435 14.64292499986512, 121.1255577 14.64287199986511))",home
120381886,,,house,160.918,,160.922170459718,"POLYGON ((121.1243997 14.64350259986518, 121.1245016 14.64344939986517, 121.1245548 14.64354499986519, 121.1244529 14.64359809986519, 121.1243997 14.64350259986518))",home
120381887,,,house,98.752,,98.7540364817372,"POLYGON ((121.1256404 14.6428012998651, 121.1256922 14.64272529986509, 121.1257629 14.6427702998651, 121.1257111 14.6428463998651, 121.1256404 14.6428012998651))",home
120381888,,,house,236.193,,236.192401005391,"POLYGON ((121.124477 14.64361869986519, 121.124649 14.64352449986519, 121.1246965 14.64360569986519, 121.1245245 14.6436998998652, 121.124477 14.64361869986519))",home
120381889,,,house,22.1641,,22.1650813795055,"POLYGON ((121.1268262 14.64242429986506, 121.1268433 14.64237249986505, 121.1268734 14.64238239986505, 121.1268564 14.64243419986505, 121.1268262 14.64242429986506))",home
120381896,,,house,212.756,,212.755505931021,"POLYGON ((121.1262726 14.64396549986524, 121.1263267 14.64388029986523, 121.1264682 14.64396449986524, 121.1264141 14.64404969986525, 121.1262726 14.64396549986524))",home
120381898,,,house,162.797,,162.797344859981,"POLYGON ((121.1260132 14.64406349986525, 121.1260691 14.64397839986524, 121.1261755 14.64404379986525, 121.1261196 14.64412889986526, 121.1260132 14.64406349986525))",home
120381900,,,house,196.189,,196.191246549714,"POLYGON ((121.1250681 14.64310809986513, 121.1251153 14.64302689986513, 121.1252586 14.64310469986513, 121.1252115 14.64318599986515, 121.1250681 14.64310809986513))",home
120381901,,,house,114.717,,114.715376092017,"POLYGON ((121.1251055 14.6436340998652, 121.1251456 14.64356959986519, 121.1251075 14.64354589986519, 121.1251207 14.64352599986518, 121.1252259 14.64359139986519, 121.1252127 14.6436112998652, 121.1251725 14.6436757998652, 121.1251055 14.6436340998652))",home
120381902,,,house,202.082,,202.082451309353,"POLYGON ((121.1254258 14.64305649986513, 121.1254822 14.64297189986512, 121.1256139 14.64305409986513, 121.1255574 14.64313869986514, 121.1254258 14.64305649986513))",home
120381909,,,house,229.344,,229.342987713,"POLYGON ((121.1251869 14.64291429986511, 121.1252423 14.6428144998651, 121.1253816 14.64288679986511, 121.1253261 14.64298659986512, 121.1251869 14.64291429986511))",home
120381910,,,house,148.354,,148.354711160578,"POLYGON ((121.1268572 14.64298799986512, 121.1268921 14.64290459986511, 121.1270114 14.64295139986512, 121.1269765 14.64303479986513, 121.1268572 14.64298799986512))",home
120381912,,,house,255.168,,255.167879760085,"POLYGON ((121.1252383 14.64332979986516, 121.1252934 14.64324239986515, 121.1254595 14.64334049986516, 121.1254044 14.64342789986518, 121.1252383 14.64332979986516))",home
120381914,,,house,189.324,,189.322669136251,"POLYGON ((121.1269905 14.64207709986501, 121.1270267 14.64198719986501, 121.1271694 14.64204089986501, 121.1271332 14.64213089986502, 121.1269905 14.64207709986501))",home
120408814,,,house,135.723,,135.72249510012,"POLYGON ((121.1249584 14.64463509986532, 121.125059 14.64460789986531, 121.1250801 14.64468069986532, 121.1250455 14.64469009986532, 121.1250558 14.64472809986533, 121.1249898 14.64474599986533, 121.1249795 14.64470799986532, 121.1249584 14.64463509986532))",home
120408816,,,house,116.195,,116.195892227968,"POLYGON ((121.1264991 14.64246939986506, 121.1265199 14.64240029986505, 121.1266409 14.64243439986506, 121.1266202 14.64250349986506, 121.1264991 14.64246939986506))",home
120408819,,,house,116.141,,116.139056215255,"POLYGON ((121.1266091 14.64227699986504, 121.1266375 14.64221279986503, 121.1267569 14.64226219986504, 121.1267284 14.64232639986505, 121.1266091 14.64227699986504))",home
120408821,,,house,130.418,,130.418790015279,"POLYGON ((121.1253403 14.64417999986526, 121.1253879 14.64409399986525, 121.1254799 14.64414169986525, 121.1254323 14.64422769986527, 121.1253403 14.64417999986526))",home
120408822,,,house,195.561,,195.562153686598,"POLYGON ((121.1265401 14.64237989986505, 121.1265745 14.64228779986504, 121.1267211 14.64233889986505, 121.1266867 14.64243109986505, 121.1265401 14.64237989986505))",home
120408823,,,house,287.949,,287.951471816899,"POLYGON ((121.1252942 14.64443399986529, 121.125416 14.64437229986529, 121.1254944 14.6445171998653, 121.1253727 14.64457889986531, 121.1252942 14.64443399986529))",home
120408825,,,house,174.057,,174.055638181833,"POLYGON ((121.1256539 14.64362429986519, 121.1256851 14.64357039986519, 121.1257063 14.64358189986519, 121.1257266 14.64354459986519, 121.1258281 14.64359959986519, 121.1258078 14.6436368998652, 121.1257767 14.64369079986521, 121.1256539 14.64362429986519))",home
120408827,,,house,279.875,,279.873998522964,"POLYGON ((121.1254562 14.64396179986523, 121.125516 14.64385549986523, 121.1256746 14.64393899986523, 121.1256147 14.64404529986525, 121.1254562 14.64396179986523))",home
120408828,,,house,351.227,,351.224559058266,"POLYGON ((121.126358 14.64222469986503, 121.1264398 14.64200989986501, 121.1265182 14.64203789986501, 121.1266086 14.64207239986501, 121.126583 14.64213959986502, 121.1265667 14.64213339986502, 121.1265543 14.64216589986502, 121.1265185 14.64215229986502, 121.1265309 14.64211969986502, 121.1264926 14.64210509986502, 121.1264364 14.64225269986503, 121.126358 14.64222469986503))",home
120408829,,,house,216.246,,216.246327588208,"POLYGON ((121.1255482 14.64422599986527, 121.1256079 14.64411439986525, 121.1257272 14.64417399986526, 121.1256676 14.64428569986527, 121.1255482 14.64422599986527))",home
120408831,,,house,206.068,,206.067034789805,"POLYGON ((121.1258926 14.6436071998652, 121.1259418 14.64352119986518, 121.126085 14.64359789986519, 121.1260358 14.6436838998652, 121.1258926 14.6436071998652))",home
120408832,,,house,217.506,,217.503918376012,"POLYGON ((121.1258295 14.64369929986521, 121.1258759 14.64362459986519, 121.126043 14.64372179986521, 121.1259966 14.64379639986522, 121.1258295 14.64369929986521))",home
120408833,,,house,244.459,,244.456698770974,"POLYGON ((121.1263614 14.64288959986511, 121.1264 14.6427928998651, 121.1263715 14.64278149986509, 121.1263942 14.6427246998651, 121.1264227 14.6427360998651, 121.1264984 14.64276439986509, 121.126528 14.6427762998651, 121.1265041 14.6428361998651, 121.1264744 14.6428242998651, 121.1264592 14.64286219986511, 121.1264872 14.6428733998651, 121.1264649 14.64292899986512, 121.126437 14.64291789986511, 121.1263614 14.64288959986511))",home
120408836,,,house,167.775,,167.776124588422,"POLYGON ((121.1250607 14.6445447998653, 121.1251715 14.6445038998653, 121.1252122 14.64460709986531, 121.1251014 14.64464799986532, 121.1250607 14.6445447998653))",home
120408839,,,house,179.684,,179.684737683996,"POLYGON ((121.1251971 14.64452949986531, 121.1252589 14.6444996998653, 121.1252672 14.6445157998653, 121.1253031 14.6444973998653, 121.1253518 14.64459229986531, 121.1253159 14.64461069986531, 121.1253237 14.64462589986531, 121.1252619 14.64465559986532, 121.1251971 14.64452949986531))",home
120408841,,,house,92.1191,,92.1203353309431,"POLYGON ((121.1251214 14.64465499986532, 121.1252186 14.64462089986531, 121.1252431 14.64468629986532, 121.1251459 14.64472039986532, 121.1251214 14.64465499986532))",home
120408842,,,house,173.086,,173.085679111045,"POLYGON ((121.1260221 14.64306679986513, 121.1260655 14.64297219986512, 121.1261848 14.64302329986513, 121.1261415 14.64311799986514, 121.1260221 14.64306679986513))",home
120408844,,,house,169.414,,169.412845233913,"POLYGON ((121.1264433 14.64257699986507, 121.1264773 14.64247869986506, 121.1265983 14.64251789986507, 121.1265643 14.64261619986508, 121.1264433 14.64257699986507))",home
120408845,,,house,186.098,,186.094746519738,"POLYGON ((121.126436 14.64270309986509, 121.1264722 14.64260149986507, 121.1266 14.64264409986508, 121.1265639 14.64274569986509, 121.126436 14.64270309986509))",home
120408846,,,house,183.859,,183.858572355432,"POLYGON ((121.1262642 14.64295949986512, 121.1263068 14.64287759986511, 121.1264466 14.64294579986512, 121.126404 14.64302769986513, 121.1262642 14.64295949986512))",home
120408848,,,house,206.068,,206.069815028327,"POLYGON ((121.1263341 14.64236279986505, 121.1263706 14.64226139986504, 121.1265121 14.64230909986504, 121.1264756 14.64241049986505, 121.1263341 14.64236279986505))",home
120408850,,,house,193.018,,193.021003071385,"POLYGON ((121.126283 14.64248209986506, 121.126322 14.64238149986505, 121.1264533 14.64242929986506, 121.1264142 14.64252989986507, 121.126283 14.64248209986506))",home
120408851,,,house,213.248,,213.245645435609,"POLYGON ((121.1257852 14.64379639986522, 121.1258339 14.64372069986521, 121.1259924 14.64381619986522, 121.1259437 14.64389189986523, 121.1257852 14.64379639986522))",home
120408852,,,house,118.34,,118.338311407569,"POLYGON ((121.1249238 14.64436699986529, 121.1250158 14.64433459986528, 121.1250491 14.64442329986529, 121.1249571 14.6444556998653, 121.1249238 14.64436699986529))",home
120408853,,,house,158.701,,158.703462306884,"POLYGON ((121.1266186 14.64217409986503, 121.1266461 14.64209179986502, 121.1267824 14.64213439986502, 121.126755 14.64221669986503, 121.1266186 14.64217409986503))",home
120408854,,,house,125.352,,125.351407275629,"POLYGON ((121.1256445 14.64376209986521, 121.1256965 14.6436736998652, 121.1257801 14.64371969986521, 121.125728 14.64380819986522, 121.1256445 14.64376209986521))",home
120408858,,,house,242.053,,242.053419625067,"POLYGON ((121.1256588 14.64399959986524, 121.1257136 14.64391069986523, 121.1258704 14.64400099986524, 121.1258157 14.64408999986525, 121.1256588 14.64399959986524))",home
120408862,,,house,234.707,,234.704869222535,"POLYGON ((121.1258022 14.64338389986517, 121.1258559 14.64328459986515, 121.1260008 14.64335789986516, 121.1259471 14.64345719986517, 121.1258022 14.64338389986517))",home
120408865,,,house,136.076,,136.075207398434,"POLYGON ((121.1257068 14.64388849986522, 121.1257332 14.64384209986522, 121.1259088 14.64393589986524, 121.1258824 14.64398229986524, 121.1257068 14.64388849986522))",home
120408868,,,house,81.4297,,81.4290329192386,"POLYGON ((121.1260852 14.64338899986517, 121.1261262 14.64332459986516, 121.1261978 14.64336719986516, 121.1261568 14.64343159986517, 121.1260852 14.64338899986517))",home
120408869,,,house,155.152,,155.154525256206,"POLYGON ((121.1259843 14.64347619986518, 121.1260426 14.64338729986517, 121.1261398 14.64344699986518, 121.1260815 14.64353579986518, 121.1259843 14.64347619986518))",home
120408870,,,house,208.682,,208.682963213403,"POLYGON ((121.1248203 14.64462999986532, 121.1249231 14.64459949986531, 121.1249691 14.64474439986533, 121.1248664 14.64477489986533, 121.1248203 14.64462999986532))",home
120408872,,,house,275.963,,275.961172880952,"POLYGON ((121.1261454 14.64330909986516, 121.1262024 14.64321499986515, 121.1262339 14.64323409986516, 121.1262791 14.64315949986514, 121.1263563 14.64320319986515, 121.126254 14.64337199986517, 121.1261769 14.64332819986516, 121.1261454 14.64330909986516))",home
120408873,,,house,69.6016,,69.6049960513692,"POLYGON ((121.1249209 14.6445123998653, 121.1249925 14.6444765998653, 121.1250245 14.64453649986531, 121.1249529 14.64457229986531, 121.1249209 14.6445123998653))",home
120408874,,,house,105.551,,105.552031273321,"POLYGON ((121.1262267 14.64269009986509, 121.1262576 14.64261199986508, 121.1263496 14.64264609986509, 121.1263188 14.64272419986509, 121.1262267 14.64269009986509))",home
120408875,,,house,241.904,,241.904136578727,"POLYGON ((121.1247487 14.64444419986529, 121.1248507 14.64441899986529, 121.1248967 14.64459279986531, 121.1247948 14.64461809986531, 121.1247487 14.64444419986529))",home
120409976,,,house,105.793,,105.792488909672,"POLYGON ((121.1270084 14.64331939986516, 121.1270555 14.64324379986515, 121.1271356 14.64329059986516, 121.1270885 14.64336619986517, 121.1270084 14.64331939986516))",home
120409978,,,house,139.977,,139.975310230476,"POLYGON ((121.1268676 14.64357729986519, 121.1269112 14.64350429986518, 121.1270234 14.64356709986519, 121.1269798 14.6436400998652, 121.1268676 14.64357729986519))",home
120409991,,,house,180.777,,180.775131685043,"POLYGON ((121.1265267 14.64418779986526, 121.1265517 14.64413899986526, 121.1265353 14.64413059986525, 121.1265665 14.64407339986525, 121.1266787 14.64413089986526, 121.1266475 14.64418809986526, 121.1266225 14.64423689986527, 121.1265267 14.64418779986526))",home
120409994,,,house,144.385,,144.385325590602,"POLYGON ((121.1266049 14.64408209986525, 121.126652 14.64399589986524, 121.1267542 14.64404819986525, 121.1267071 14.64413439986526, 121.1266049 14.64408209986525))",home
120410000,,,house,208.529,,208.530003396323,"POLYGON ((121.1266631 14.64385149986522, 121.1267175 14.64376349986521, 121.1268538 14.64384229986522, 121.1267994 14.64393029986523, 121.1266631 14.64385149986522))",home
120410005,,,house,212.623,,212.62470489295,"POLYGON ((121.1267846 14.64367429986521, 121.1268377 14.64358579986519, 121.126978 14.6436645998652, 121.1269249 14.64375309986521, 121.1267846 14.64367429986521))",home
120410008,,,house,111.57,,111.570309290399,"POLYGON ((121.1267589 14.64377029986521, 121.1267963 14.6437059998652, 121.1268992 14.64376219986521, 121.1268617 14.64382639986522, 121.1267589 14.64377029986521))",home
120410011,,,house,174.498,,174.496381636278,"POLYGON ((121.1266005 14.64394889986523, 121.1266212 14.64391129986523, 121.1266601 14.64393139986524, 121.1266828 14.64389039986523, 121.126799 14.64395049986524, 121.1267556 14.64402909986524, 121.1266005 14.64394889986523))",home
120410938,,,house,186.021,,186.021666496609,"POLYGON ((121.1269543 14.64426039986527, 121.1270026 14.64416989986526, 121.1271293 14.64423319986527, 121.127081 14.64432369986528, 121.1269543 14.64426039986527))",home
120410943,,,house,40.709,,40.7082947773324,"POLYGON ((121.1265633 14.64437799986529, 121.1265777 14.64432719986528, 121.1266359 14.64434259986528, 121.1266215 14.64439339986529, 121.1265633 14.64437799986529))",home
120410945,,,house,230.816,,230.81701534047,"POLYGON ((121.1263297 14.64441689986529, 121.1263653 14.64432999986528, 121.1263913 14.64433989986528, 121.1264174 14.64427619986528, 121.1265058 14.64430999986528, 121.1264441 14.6444606998653, 121.1263297 14.64441689986529))",home
120410947,,,house,21.7363,,21.7328973407487,"POLYGON ((121.1269098 14.64391969986523, 121.1269286 14.64389059986523, 121.1269705 14.64391599986523, 121.1269517 14.64394509986524, 121.1269098 14.64391969986523))",home
120410948,,,house,148.512,,148.514007562042,"POLYGON ((121.126692 14.64476629986533, 121.1267451 14.64463279986532, 121.1268207 14.64466099986532, 121.1267677 14.64479449986533, 121.126692 14.64476629986533))",home
120410954,,,house,55.6035,,55.6043609944643,"POLYGON ((121.1268978 14.64399159986524, 121.1269189 14.64394849986524, 121.1270011 14.64398609986524, 121.12698 14.64402929986525, 121.1268978 14.64399159986524))",home
120410959,,,house,196.721,,196.719351480016,"POLYGON ((121.1263551 14.64464729986532, 121.126415 14.64448639986529, 121.1265154 14.64452129986531, 121.1264693 14.64464509986531, 121.1264006 14.64462109986531, 121.1263867 14.64465829986532, 121.1263551 14.64464729986532))",home
120410960,,,house,69.2598,,69.2579880547379,"POLYGON ((121.1264852 14.6444674998653, 121.1265109 14.64434599986528, 121.1265536 14.64435439986528, 121.1265279 14.64447599986529, 121.1264852 14.6444674998653))",home
120410964,,,house,198.426,,198.427237732301,"POLYGON ((121.1264852 14.64468319986532, 121.12654 14.6445308998653, 121.1266307 14.64456139986531, 121.1265759 14.64471379986533, 121.1264852 14.64468319986532))",home
120410965,,,house,115.535,,115.53700228259,"POLYGON ((121.1265935 14.64472229986533, 121.1266312 14.64460419986531, 121.1267009 14.64462499986531, 121.1266633 14.64474309986533, 121.1265935 14.64472229986533))",home
120410966,,Torres Residence,house,136.049,,136.047384603315,"POLYGON ((121.127264 14.64418149986526, 121.1273069 14.64410799986526, 121.1274165 14.64416799986526, 121.1273736 14.64424139986527, 121.127264 14.64418149986526))",home
120410968,,,house,187.469,,187.471071484765,"POLYGON ((121.1267625 14.6445034998653, 121.1269252 14.64445039986529, 121.1269533 14.6445311998653, 121.1267907 14.64458429986531, 121.1267625 14.6445034998653))",home
120410972,,,house,95.7148,,95.7133879013587,"POLYGON ((121.1268233 14.64406569986525, 121.1268601 14.64399679986524, 121.1269457 14.64403959986525, 121.1269089 14.64410849986525, 121.1268233 14.64406569986525))",home
120410974,,,house,141.988,,141.986801411246,"POLYGON ((121.126903 14.64385139986523, 121.1269457 14.64377589986521, 121.1270587 14.64383589986523, 121.127016 14.64391129986523, 121.126903 14.64385139986523))",home
120410975,,,house,320.209,,320.21015642236,"POLYGON ((121.1269252 14.64461819986531, 121.1270339 14.64458129986531, 121.1271024 14.64476269986533, 121.127082 14.64478909986534, 121.1270022 14.64483049986534, 121.1269252 14.64461819986531))",home
120432979,,,house,141.145,,141.143069330418,"POLYGON ((121.1241845 14.64383379986521, 121.1243259 14.64378599986522, 121.124351 14.64385549986523, 121.1242095 14.64390319986522, 121.1241845 14.64383379986521))",home
120433011,,,house,231.373,,231.37037969707,"POLYGON ((121.1241143 14.64421639986527, 121.1241401 14.64420879986527, 121.1241225 14.64414859986526, 121.1242717 14.64410489986525, 121.1242893 14.64416509986526, 121.1243029 14.64420859986526, 121.1241279 14.64425989986527, 121.1241143 14.64421639986527))",home
120433015,,,house,168.137,,168.140432620116,"POLYGON ((121.1241968 14.64442789986529, 121.1243807 14.64442789986529, 121.1243807 14.6445357998653, 121.1243277 14.6445357998653, 121.1243277 14.6444844998653, 121.1241968 14.6444844998653, 121.1241968 14.64442789986529))",home
120433018,,,house,167.367,,167.371266344483,"POLYGON ((121.1241456 14.64372769986521, 121.1242729 14.6436763998652, 121.1243105 14.64376389986521, 121.1241832 14.64381519986522, 121.1241456 14.64372769986521))",home
120433021,,,house,148.154,,148.156715942401,"POLYGON ((121.1242481 14.64391689986523, 121.1243825 14.64388679986522, 121.124402 14.64396849986523, 121.1242676 14.64399859986524, 121.1242481 14.64391689986523))",home
120433027,,,house,143.613,,143.614273658457,"POLYGON ((121.1241144 14.64462009986531, 121.1241621 14.64458119986531, 121.1242852 14.64467189986532, 121.1241509 14.64470909986532, 121.1241144 14.64462009986531))",home
120433045,,,house,143.078,,143.081912485633,"POLYGON ((121.1244064 14.6444745998653, 121.1244369 14.64446659986529, 121.1244265 14.64442709986529, 121.1245304 14.64439979986529, 121.1245408 14.64443919986529, 121.124554 14.6444862998653, 121.1244196 14.6445215998653, 121.1244064 14.6444745998653))",home
120433055,,,house,159.041,,159.041609395721,"POLYGON ((121.1244196 14.6445392998653, 121.1245699 14.6445038998653, 121.1245895 14.64458189986531, 121.1244392 14.64461729986532, 121.1244196 14.6445392998653))",home
120433099,,,house,224.121,,224.122473181759,"POLYGON ((121.1240731 14.6436410998652, 121.1242428 14.64354029986519, 121.1242903 14.64361519986519, 121.1241206 14.64371599986521, 121.1240731 14.6436410998652))",home
